NM_CANDIDATO;NR_CANDIDATO;CD_CARGO;DS_CARGO;CD_GRAU_INSTRUCAO;DS_OCUPACAO;CD_OCUPACAO;CD_GENERO;sigla;ano
FRANCISCO EVANGELISTA RESENDE;11;11;PREFEITO;6;COMERCIANTE;169;2;PI;2020
PAULO HENRIQUE VIANA PINDAIBA;15;11;PREFEITO;8;PREFEITO;275;2;PI;2020
RICARDO DE MOURA MELO;11;11;PREFEITO;8;CONTADOR;124;2;PI;2020
FRANCISCA DAS CHAGAS CORREIA DE SOUSA;55;11;PREFEITO;6;SERVIDOR PÚBLICO MUNICIPAL;298;4;PI;2020
MANOELINA DE SOUSA BORGES;55;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;4;PI;2020
PAULO SERGIO DE SOUSA;55;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;2;PI;2020
RAIMUNDO NONATO FONTENELE CARDOSO;13;11;PREFEITO;6;AGRICULTOR;601;2;PI;2020
AMILTON LUSTOSA FIGUEREDO FILHO;11;11;PREFEITO;6;EMPRESÁRIO;257;2;PI;2020
JOSE FERNANDO OLIVEIRA DE BRITO;55;11;PREFEITO;8;MÉDICO;111;2;PI;2020
CARLOS AUGUSTO DE ARAUJO BRAGA;11;11;PREFEITO;8;MÉDICO;111;2;PI;2020
JOSE RIBAMAR DE ARAUJO FILHO;11;11;PREFEITO;6;SERVIDOR PÚBLICO MUNICIPAL;298;2;PI;2020
MANOEL AROLDO BARREIRA FILHO;13;11;PREFEITO;8;ODONTÓLOGO;115;2;PI;2020
RAIMUNDO NEI ANTUNES RIBEIRO;10;11;PREFEITO;6;EMPRESÁRIO;257;2;PI;2020
REGINALDO DE OLIVEIRA GOMES;11;11;PREFEITO;3;AGRICULTOR;601;2;PI;2020
FRANCISCO MEDEIROS DE CARVALHO FILHO;11;11;PREFEITO;6;PREFEITO;275;2;PI;2020
OSVALDO BONFIM DE CARVALHO;13;11;PREFEITO;8;FARMACÊUTICO;117;2;PI;2020
MAURICIO MARTINS COSTA SILVA;11;11;PREFEITO;8;MÉDICO;111;2;PI;2020
PAULO CÉSAR RODRIGUES DE MORAIS;11;11;PREFEITO;8;PREFEITO;275;2;PI;2020
ADEMAR ALUÍSIO DE CARVALHO;15;11;PREFEITO;6;PREFEITO;275;2;PI;2020
MARCELO TOLEDO LAURINI;40;11;PREFEITO;8;ENGENHEIRO;101;2;PI;2020
JOAQUIM LOPES DOS REIS NETO;55;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;2;PI;2020
ANTONIO MARTINS DE CARVALHO;11;11;PREFEITO;6;PREFEITO;275;2;PI;2020
JOMARIO FERREIRA DOS SANTOS;22;11;PREFEITO;8;MÉDICO;111;2;PI;2020
TAIRO MOURA MESQUITA;10;11;PREFEITO;6;PROTÉTICO;592;2;PI;2020
ELÓI PEREIRA DE SOUSA;55;11;PREFEITO;8;ADVOGADO;131;2;PI;2020
ANTONIO LUIZ NETO;55;11;PREFEITO;3;COMERCIANTE;169;2;PI;2020
PABLO CUSTÓDIO MENDES DE CARVALHO;55;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;PI;2020
MARIA DA CONCEIÇÃO MENDES TEIXEIRA;14;11;PREFEITO;8;OUTROS;999;4;PI;2020
ERCULANO EDIMILSON DE CARVALHO;11;11;PREFEITO;4;AGRICULTOR;601;2;PI;2020
MAGNUM FERNANDO CARDOSO DOS SANTOS;11;11;PREFEITO;8;OUTROS;999;2;PI;2020
JOSÉ COELHO FILHO;15;11;PREFEITO;8;ENGENHEIRO;101;2;PI;2020
CARMEN GEAN VERAS DE MENESES;11;11;PREFEITO;8;PREFEITO;275;4;PI;2020
JOSUÉ ALVES DA SILVA;11;11;PREFEITO;8;SERVIDOR PÚBLICO MUNICIPAL;298;2;PI;2020
VALMIR BARBOSA DE ARAÚJO;10;11;PREFEITO;8;CONTADOR;124;2;PI;2020
JOERCIO MATIAS DE ANDRADE;15;11;PREFEITO;6;AGRICULTOR;601;2;PI;2020
KAYLANNE DA SILVA OLIVEIRA;15;11;PREFEITO;8;ADVOGADO;131;4;PI;2020
JOÃO LUIZ CARVALHO DA SILVA;55;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;2;PI;2020
CARMELITA DE CASTRO SILVA;11;11;PREFEITO;7;PREFEITO;275;4;PI;2020
FABIO DE CARVALHO MACEDO;11;11;PREFEITO;6;PREFEITO;275;2;PI;2020
NATANAEL SALES DE SOUSA;11;11;PREFEITO;8;SERVIDOR PÚBLICO MUNICIPAL;298;2;PI;2020
FABIANO FEITOSA LIRA;13;11;PREFEITO;6;EMPRESÁRIO;257;2;PI;2020
ANTONIO ERIVAN RODRIGUES FERNANDES;11;11;PREFEITO;5;COMERCIANTE;169;2;PI;2020
JOSÉ LIMA DE ARAÚJO;22;11;PREFEITO;8;ODONTÓLOGO;115;2;PI;2020
FERNANDA PINTO MARQUES;14;11;PREFEITO;8;ODONTÓLOGO;115;4;PI;2020
ERIVELTO DE SÁ BARROS;11;11;PREFEITO;8;PREFEITO;275;2;PI;2020
CLAUDIA MARIA DE JESUS PIRES MEDEIROS;15;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;PI;2020
DIJALMA GOMES MASCARENHAS;55;11;PREFEITO;6;OUTROS;999;2;PI;2020
SAME SAAB;45;11;PREFEITO;7;TRABALHADOR AGRÍCOLA;601;2;PR;2000
PAULO MARCELINO ANDREOLI GONCALVES;45;11;PREFEITO;8;MÉDICO;111;2;PR;2000
LUIZ CEZAR BAPTISTEL;15;11;PREFEITO;7;SERVIDOR PUBLICO MUNICIPAL;298;2;PR;2000
JOAO TORMENA;25;11;PREFEITO;4;TRABALHADOR DA PECUÁRIA;602;2;PR;2000
NEURI JOÃO MERLIN BAÚ;12;11;PREFEITO;7;TÉCNICO DE CONTABILIDADE E DE ESTATÍSTICA;151;2;PR;2000
JOAO ORESTES FENKER;45;11;PREFEITO;8;PROPRIETÁRIO DE ESTABELECIMENTO INDUSTRIAL;903;2;PR;2000
JOVELINO DONIZETI DE GODOI;17;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO DE PRESTAÇÃO DE SERVICOS;904;2;PR;2000
OTONI DA SILVA PIRES;15;11;PREFEITO;6;DESPACHANTE, INCLUSIVE O ADUANEIRO;593;2;PR;2000
AMARILDO RIBEIRO NOVATO;12;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
DERLI ANTONIO DONIN;11;11;PREFEITO;8;ENGENHEIRO;101;2;PR;2000
JOSÉ ANANIAS DOS SANTOS;15;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO INDUSTRIAL;903;2;PR;2000
ENIO VALDIR CENI;14;11;PREFEITO;8;FARMACÊUTICO;117;2;PR;2000
VALDEMAR ANTONIO CAPELETI;14;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO INDUSTRIAL;903;2;PR;2000
TANIA MARTINS COSTA;14;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;4;PR;2000
ALVARO DE FREITAS NETTO;25;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;PR;2000
HUGO BERTI;12;11;PREFEITO;8;BANCARIO E ECONOMIARIO;395;2;PR;2000
NILO KHEN;15;11;PREFEITO;3;TRABALHADOR AGRÍCOLA;601;2;PR;2000
FRANCISCO XAVIER KAMPMANN;15;11;PREFEITO;4;TRABALHADOR AGRÍCOLA;601;2;PR;2000
MILTON DE JESUS RODRIGUES;20;11;PREFEITO;3;PROPRIETÁRIO DE ESTABELECIMENTO AGRÍCOLA, DA PECUÁRIA E FLORESTAL;901;2;PR;2000
CLAUDIO DIRCEU EBERHARD;12;11;PREFEITO;8;FARMACÊUTICO;117;2;PR;2000
JOAREZ LIMA HENRICHS;25;11;PREFEITO;7;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
VALTER JOSE STEFFEN;12;11;PREFEITO;8;AGRÔNOMO;103;2;PR;2000
IVANIR FRANCISCO OGLIARI;15;11;PREFEITO;8;ECONOMISTA;121;2;PR;2000
ANTONIO PINESSO;25;11;PREFEITO;8;FUNCIONÁRIO PÚBLICO CIVIL APOSENTADO;922;2;PR;2000
MUNIRA PELUSO;18;11;PREFEITO;6;OUTROS;999;4;PR;2000
PAULO DEOLA;25;11;PREFEITO;6;TÉCNICO EM AGRONOMIA E AGRIMENSURA;153;2;PR;2000
PEDRO BENEDITO DA SILVA NETO;25;11;PREFEITO;5;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
ANESIO PAVAN;45;11;PREFEITO;6;EMPRESÁRIO E PRODUTOR DE ESPETÁCULOS PÚBLICOS;161;2;PR;2000
ARLEI HERNANDES DE BIAZZI;45;11;PREFEITO;8;ODONTÓLOGO;115;2;PR;2000
JOSÉ CROTTI;40;11;PREFEITO;6;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
ALDINO DALBEN;15;11;PREFEITO;3;PROPRIETÁRIO DE ESTABELECIMENTO AGRÍCOLA, DA PECUÁRIA E FLORESTAL;901;2;PR;2000
ANTONIO UDCENSKI;12;11;PREFEITO;3;TRABALHADOR AGRÍCOLA;601;2;PR;2000
JOÃO CAPPELLETTO;15;11;PREFEITO;3;TRABALHADOR DA PECUÁRIA;602;2;PR;2000
OLIVIO ALBINO AMANCIO;45;11;PREFEITO;3;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
GENIVALDO CARVALHO DA MOTA;45;11;PREFEITO;5;TRABALHADOR AGRÍCOLA;601;2;PR;2000
HILARIO ANDRASCHKO;15;11;PREFEITO;8;ADVOGADO;131;2;PR;2000
ANTONIO MARIO GUIRRO;45;11;PREFEITO;8;MÉDICO;111;2;PR;2000
NEDSON LUIZ MICHELETI;13;11;PREFEITO;7;BANCARIO E ECONOMIARIO;395;2;PR;2000
ANTONIO FELICIO RAMOS FILHO;15;11;PREFEITO;6;OUTROS;999;2;PR;2000
ILSON MENDES;25;11;PREFEITO;8;SERVIDOR PUBLICO MUNICIPAL;298;2;PR;2000
OSMAR LUIZ PALINSKI;11;11;PREFEITO;6;NÃO INFORMADA;0;2;PR;2000
ONÍRIO WILMAR FRIES;15;11;PREFEITO;8;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
VALDEMAR PAGLIACI;25;11;PREFEITO;8;ADVOGADO;131;2;PR;2000
JOÃO GUILHERME RIBAS MARTINS;15;11;PREFEITO;8;CONTADOR;124;2;PR;2000
MILITINO MALACOSKI;25;11;PREFEITO;3;TRABALHADOR AGRÍCOLA;601;2;PR;2000
RENATO TAVARES;45;11;PREFEITO;8;MÉDICO;111;2;PR;2000
ARY SIQUEIRA;25;11;PREFEITO;8;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
JOSÉ ANTONIO GERÔNIMO;25;11;PREFEITO;3;TRABALHADOR DA PECUÁRIA;602;2;PR;2000
JOSE CARLOS TOLOI;25;11;PREFEITO;8;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;532;2;PR;2000
DORIVAL MOREIRA;25;11;PREFEITO;4;TRABALHADOR AGRÍCOLA;601;2;PR;2000
JOSÉ PASCHOAL DO PRADO;45;11;PREFEITO;4;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
SILVESTRE KUHN;15;11;PREFEITO;4;PROPRIETÁRIO DE MICROEMPRESA;905;2;PR;2000
CELSO RUBENS VICENTE ANTIVERI;45;11;PREFEITO;6;BANCARIO E ECONOMIARIO;395;2;PR;2000
MARIO MASAKAZU MORIBE;25;11;PREFEITO;8;FARMACÊUTICO;117;2;PR;2000
ALVIR OTTO;15;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
PEDRO CASTANHARI;25;11;PREFEITO;6;TRABALHADOR AGRÍCOLA;601;2;PR;2000
TARCIZO MESSIAS DOS SANTOS;45;11;PREFEITO;5;EMPRESÁRIO E PRODUTOR DE ESPETÁCULOS PÚBLICOS;161;2;PR;2000
APARECIDA MORON ARTICO;25;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;4;PR;2000
HELDER TEOFILO DOS SANTOS;15;11;PREFEITO;7;MEMBROS DO PODER LEGISLATIVO: SENADOR, DEPUTADOS E VEREADOR;201;2;PR;2000
SILOM SCHIMIDT;11;11;PREFEITO;8;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
MARLENE DE OLIVEIRA MATTOS DE PADUA;44;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;4;PR;2000
ELCIO BERTI;14;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
JOELCY MARCOS LAMMEL;23;11;PREFEITO;8;ADMINISTRADOR;125;2;PR;2000
APARECIDO STUANI;14;11;PREFEITO;8;MÉDICO;111;2;PR;2000
ZELIRIO PERON FERRARI;15;11;PREFEITO;6;DIRETOR DE EMPRESAS;301;2;PR;2000
LUIZ CASSIANO DE CASTRO FERNANDES;45;11;PREFEITO;4;OUTROS;999;2;PR;2000
ADALBERTO BICUDO QUEVEDO;18;11;PREFEITO;3;ADMINISTRADOR;125;2;PR;2000
LAURO BARAN;14;11;PREFEITO;6;BANCARIO E ECONOMIARIO;395;2;PR;2000
JOSE ANTONIO CAFISSI;45;11;PREFEITO;5;TRABALHADOR AGRÍCOLA;601;2;PR;2000
VALDEMAR JOSE BOSI;15;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;PR;2000
JOSE APARECIDO BISCA;25;11;PREFEITO;6;TRABALHADOR AGRÍCOLA;601;2;PR;2000
JOSÉ CLAUDIO PEREIRA NETO;13;11;PREFEITO;8;PROPRIETÁRIO DE ESTABELECIMENTO INDUSTRIAL;903;2;PR;2000
CELSO SAMIS DA SILVA;15;11;PREFEITO;7;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;402;2;PR;2000
APARECIDO FARIAS SPADA;13;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO INDUSTRIAL;903;2;PR;2000
JOSE ANTONIO CEZARIO;45;11;PREFEITO;4;OUTROS;999;2;PR;2000
ROBERTO ADAMOSKI;15;11;PREFEITO;5;OUTROS;999;2;PR;2000
CLOVES DA COSTA MORAES;15;11;PREFEITO;6;SERVENTUARIO DE JUSTICA;293;2;PR;2000
JESUEL DE OLIVEIRA;45;11;PREFEITO;8;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
FRANCISCO MENIN;12;11;PREFEITO;4;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
JANILSON MARCOS DONASAN;14;11;PREFEITO;7;CONTADOR;124;2;PR;2000
CLÓVIS SANTO PADOAN;11;11;PREFEITO;8;ADVOGADO;131;2;PR;2000
JOSÉ MÁRIO MORIM;45;11;PREFEITO;5;OUTROS;999;2;PR;2000
FAUSTO TOMAZINI;45;11;PREFEITO;8;AGRÔNOMO;103;2;PR;2000
ADIR JOSÉ VISENTIN SELEME;12;11;PREFEITO;4;TRABALHADOR AGRÍCOLA;601;2;PR;2000
MANOEL JOEKEL;15;11;PREFEITO;3;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
MARIA DE LOURDES PEREIRA;11;11;PREFEITO;8;DONA DE CASA;581;4;PR;2000
FLÁVIO VIEIRA;25;11;PREFEITO;8;TABELIAO;294;2;PR;2000
LUIZ GIACOMINI;15;11;PREFEITO;4;VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;411;2;PR;2000
JOSE MANOEL DE CAMPOS SILVA;15;11;PREFEITO;6;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;166;2;PR;2000
MARIO SATO;45;11;PREFEITO;8;MÉDICO;111;2;PR;2000
TEODORO MARQUES DE OLIVEIRA;17;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;PR;2000
MARIA LUIZA LOMONACO COPPLA;25;11;PREFEITO;8;APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO);923;4;PR;2000
JAIME HIGINO DOS SANTOS;17;11;PREFEITO;5;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
LUIS RAIMUNDO CORTI;15;11;PREFEITO;8;VETERINÁRIO E ZOOTECNISTA;112;2;PR;2000
FIORI ANTONIO TESSARO;45;11;PREFEITO;6;TRABALHADOR AGRÍCOLA;601;2;PR;2000
ADELAR ANTONIO ARROSI;12;11;PREFEITO;6;DIRETOR DE EMPRESAS;301;2;PR;2000
JOSE ANTONIO GARGANTINI;14;11;PREFEITO;8;MÉDICO;111;2;PR;2000
WILSON BAUMEL PIEL;45;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
SHIGUEMI KIARA;45;11;PREFEITO;8;MÉDICO;111;2;PR;2000
EDEVAL SOARES NOGUEIRA;25;11;PREFEITO;8;CONTADOR;124;2;PR;2000
JOSE OTAVIO SCHIAPATI RIGIERI;45;11;PREFEITO;3;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
NEURI ROQUE ROSSETTI GEHLEN;45;11;PREFEITO;6;VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;411;2;PR;2000
JOSÉ NIVALDO STOFFELS;25;11;PREFEITO;6;CONTADOR;124;2;PR;2000
ANTONIO BERNARDINO DE SENA NETO;15;11;PREFEITO;8;ADVOGADO;131;2;PR;2000
ANTONIO FERNANDO SCANAVACA;11;11;PREFEITO;8;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
ATILIO PIANARO ANGELO;15;11;PREFEITO;8;ODONTÓLOGO;115;2;PR;2000
MÁRIO AUGUSTO PEREIRA;14;11;PREFEITO;8;ADVOGADO;131;2;PR;2000
SEBASTIAO SALECIO COSTA;15;11;PREFEITO;6;TABELIAO;294;2;PR;2000
JOAQUIM DOMINGOS DOS SANTOS;14;11;PREFEITO;4;TRABALHADOR AGRÍCOLA;601;2;PR;2000
JOSÉ AUGUSTO MOSSAMBANI;15;11;PREFEITO;6;CONTADOR;124;2;PR;2000
OLIVIO IVAN RODRIGUES;14;11;PREFEITO;6;ODONTÓLOGO;115;2;PR;2000
BERNARDO DA SILVA NASCIMENTO;17;11;PREFEITO;6;MILITAR REFORMADO;921;2;PR;2000
LOIVO ROQUE RITTER;15;11;PREFEITO;8;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
WANDERLEY MARTINS FERREIRA;13;11;PREFEITO;7;TRABALHADOR AGRÍCOLA;601;2;PR;2000
JOSÉ OTACÍLIO DOS SANTOS;25;11;PREFEITO;6;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
VLADEMIR ANTONIO BARELLA;25;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;PR;2000
EMILIANO CARNEIRO KLUPPEL;40;11;PREFEITO;6;TRABALHADOR AGRÍCOLA;601;2;PR;2000
EUCLIDES SAQUETTI;23;11;PREFEITO;4;TRABALHADOR AGRÍCOLA;601;2;PR;2000
ARI EDUARDO STROHER;25;11;PREFEITO;8;VETERINÁRIO E ZOOTECNISTA;112;2;PR;2000
ANTONIO HELLY SANTIAGO;25;11;PREFEITO;4;SERVENTUARIO DE JUSTICA;293;2;PR;2000
JULIO APARECIDO BITTENCOURT;11;11;PREFEITO;8;NÃO INFORMADA;0;2;PR;2000
OLIMPIO DE MOURA;15;11;PREFEITO;6;CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES;403;2;PR;2000
LACI DEONÍSIO GIEHL;15;11;PREFEITO;8;SERVENTUARIO DE JUSTICA;293;2;PR;2000
JOSÉ MARCOS GONÇALVES LOPES;23;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
LUCIANE MAIRA TEIXEIRA;15;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;4;PR;2000
EDNEU AUREO VERDERIO;15;11;PREFEITO;5;TRABALHADOR AGRÍCOLA;601;2;PR;2000
JOSE EDILSON VANZELLA;45;11;PREFEITO;6;TRABALHADOR DA PECUÁRIA;602;2;PR;2000
VANDERLEI OLIVEIRA SANTINI;11;11;PREFEITO;6;TRABALHADOR AGRÍCOLA;601;2;PR;2000
ANSELMO JORGE DE LIMA;14;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;PR;2000
LUIZ GRANDO;45;11;PREFEITO;3;PROPRIETÁRIO DE ESTABELECIMENTO DE PRESTAÇÃO DE SERVICOS;904;2;PR;2000
DIONÍSIO SANTOS DE SOUZA;13;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;PR;2000
PAULO SÉRGIO RIBAS SANTIAGO;11;11;PREFEITO;8;MÉDICO;111;2;PR;2000
MASAO TAKECHI;14;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO AGRÍCOLA, DA PECUÁRIA E FLORESTAL;901;2;PR;2000
ADEMIR SCHUHLI;14;11;PREFEITO;8;ODONTÓLOGO;115;2;PR;2000
CARLOS KANEGUSUKU;23;11;PREFEITO;8;ENGENHEIRO;101;2;PR;2000
JOSE ANTONIO OTONI DA FONSECA;15;11;PREFEITO;8;MÉDICO;111;2;PR;2000
JOÃO ADOLFO SCHREINER;12;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
GESSE ARLINDO DOS SANTOS;15;11;PREFEITO;3;TRABALHADOR AGRÍCOLA;601;2;PR;2000
REINALDO CARDOSO;45;11;PREFEITO;8;MÉDICO;111;2;PR;2000
TARCISO SALES MEDEIROS MAIA;25;11;PREFEITO;5;TRABALHADOR AGRÍCOLA;601;2;PR;2000
CLÉRIO BENILDO BACK;25;11;PREFEITO;8;SERVENTUARIO DE JUSTICA;293;2;PR;2000
JOSE DE CARVALHO;25;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
LUIZ  ANTONIO KRAUSS;25;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;PR;2000
MATHEUS PAULINO DA ROCHA;25;11;PREFEITO;2;TRABALHADOR AGRÍCOLA;601;2;PR;2000
EDSON WASEN;25;11;PREFEITO;8;PROFESSOR DE ENSINO SUPERIOR;142;2;PR;2000
REMI RANSSOLIN;14;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO INDUSTRIAL;903;2;PR;2000
LÍDIO JOSÉ SCHNEIDER;14;11;PREFEITO;4;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
LUIZ CARLOS CHIMIM CLAUDINO;11;11;PREFEITO;8;ECONOMISTA;121;2;PR;2000
GILBERTO CASTIGLIONI;11;11;PREFEITO;6;TÉCNICO EM AGRONOMIA E AGRIMENSURA;153;2;PR;2000
PAULO ALBERTO KRONEIS;14;11;PREFEITO;8;CONTADOR;124;2;PR;2000
JOSÉ GONÇALVES DA SILVA;45;11;PREFEITO;6;TRABALHADOR AGRÍCOLA;601;2;PR;2000
IVES RIBAS;12;11;PREFEITO;6;TRABALHADOR DA PECUÁRIA;602;2;PR;2000
UBALDO DE BARROS;45;11;PREFEITO;6;CONTADOR;124;2;PR;2000
PAULO CESAR FIATES FURIATTI;15;11;PREFEITO;8;ENGENHEIRO;101;2;PR;2000
GERALDO MARQUES MONTEIRO;25;11;PREFEITO;8;CONTADOR;124;2;PR;2000
CELCIO LUIZ REIS;45;11;PREFEITO;5;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
RIOLANDO CAETANO DE FREITAS;12;11;PREFEITO;7;TRABALHADOR DA PECUÁRIA;602;2;PR;2000
NELSON EZEQUIEL DE SOUZA;25;11;PREFEITO;6;MILITAR EM GERAL;295;2;PR;2000
ELZA MARQUES GONÇALVES;25;11;PREFEITO;6;APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO);923;4;PR;2000
SEBASTÃO JOSÉ PUPIO;25;11;PREFEITO;5;PROPRIETÁRIO DE ESTABELECIMENTO AGRÍCOLA, DA PECUÁRIA E FLORESTAL;901;2;PR;2000
ADEMAR PINI;25;11;PREFEITO;8;TRABALHADOR AGRÍCOLA;601;2;PR;2000
YUKIO TOMINAGA;23;11;PREFEITO;8;TRABALHADOR AGRÍCOLA;601;2;PR;2000
MARIA APARECIDA ZAGO UDENAL;45;11;PREFEITO;8;SERVIDOR PUBLICO ESTADUAL;297;4;PR;2000
REINALDO GOMES RIBEIRETE;14;11;PREFEITO;8;ARQUITETO;102;2;PR;2000
ACINDINO RICARDO DUARTE;15;11;PREFEITO;5;EMPRESÁRIO E PRODUTOR DE ESPETÁCULOS PÚBLICOS;161;2;PR;2000
ELIAS FARAH JUNIOR;45;11;PREFEITO;7;TRABALHADOR AGRÍCOLA;601;2;PR;2000
VALENTIM ZANELLO MILLEO;45;11;PREFEITO;8;MÉDICO;111;2;PR;2000
OSVALDO VANDERLEI COSTA;15;11;PREFEITO;3;APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO);923;2;PR;2000
MIGUEL CARLOS RODRIGUES DE AGUIAR;15;11;PREFEITO;8;AGRÔNOMO;103;2;PR;2000
JACIR ANTONIO CARDOSO;23;11;PREFEITO;3;TRABALHADOR AGRÍCOLA;601;2;PR;2000
LUIZ LÁZARO SORVOS;45;11;PREFEITO;8;ADVOGADO;131;2;PR;2000
JONAS ERALDO DE LIMA;14;11;PREFEITO;6;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
NEIVO TOMAZINI;14;11;PREFEITO;7;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
PAULO MILTON DOS SANTOS;11;11;PREFEITO;4;MEMBROS DO PODER EXECUTIVO: PRESIDENTE, MINISTRO, GOVERNADOR, PREFEITO;203;2;PR;2000
ANATOLIO LIPINSKI;17;11;PREFEITO;6;TÉCNICO DE CONTABILIDADE E DE ESTATÍSTICA;151;2;PR;2000
EDGAR BUENO;12;11;PREFEITO;6;PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL;902;2;PR;2000
JORGE LUIZ MARTINS TAVARES;25;11;PREFEITO;8;MÉDICO;111;2;PR;2000
JAIME LUIS BASSO;12;11;PREFEITO;5;PROPRIETÁRIO DE ESTABELECIMENTO INDUSTRIAL;903;2;PR;2000
FIDELCINO DA CRUZ FERREIRA;15;11;PREFEITO;8;FUNCIONÁRIO PÚBLICO CIVIL APOSENTADO;922;2;PR;2000
